dataset,model,mode,seed,round,axis,selected_count,axis_selected_count,axis_selected_fraction,selected_true_mean,axis_true_mean,feedback_deficit,discordance_score,calibration,threshold_source,score_threshold,flagged
gfp,mlp,clean,1,3,pos=163,100,13,0.13,3.742462785179347,3.7927919274169235,-0.05032914223757645,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02517756508066008,False
gfp,mlp,clean,1,3,pos=171,100,9,0.09,3.742462785179347,3.7562449409822225,-0.013782155802875451,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02517756508066008,False
gfp,mlp,clean,1,3,pos=214,100,12,0.12,3.742462785179347,3.7518659624599997,-0.009403177280652653,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02517756508066008,False
gfp,mlp,clean,1,3,pos=38,100,6,0.06,3.742462785179347,3.7441581728650006,-0.0016953876856535821,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,4,pos=75,100,6,0.06,3.72596903519445,3.5611949009833346,0.16477413421111553,0.00988644805266693,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.022107431682252533,False
gfp,mlp,clean,1,4,pos=171,100,8,0.08,3.72596903519445,3.69494304615875,0.031025989035700086,0.002482079122856007,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.023931763383233585,False
gfp,mlp,clean,1,4,pos=146,100,5,0.05,3.72596903519445,3.6870316653260007,0.03893736986844942,0.0019468684934224713,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.024333171355308738,False
gfp,mlp,clean,1,4,pos=184,100,8,0.08,3.72596903519445,3.7069247332837496,0.0190443019107005,0.00152354415285604,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.024333171355308738,False
gfp,mlp,clean,1,4,pos=175,100,8,0.08,3.72596903519445,3.7129051315224997,0.013063903671950428,0.0010451122937560342,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02470338980179928,False
gfp,mlp,clean,1,4,pos=43,100,5,0.05,3.72596903519445,3.721125275958,0.004843759236450307,0.00024218796182251534,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02470338980179928,False
gfp,mlp,clean,1,4,pos=101,100,6,0.06,3.72596903519445,3.738452670325,-0.012483635130549953,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02470338980179928,False
gfp,mlp,clean,1,4,pos=117,100,10,0.1,3.72596903519445,3.771950982473,-0.045981947278550095,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02470338980179928,False
gfp,mlp,clean,1,4,pos=156,100,6,0.06,3.72596903519445,3.777772240058333,-0.05180320486388279,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.03049738978387903,False
